Time (Ma),Total ridge length (km),Mean ridge spreading rate (cm/yr),Mean ridge spreading rate SD (cm/yr),Crustal formation rate (km^2/yr),Total subduction zone length (km),Mean trench convergence rate (cm/yr),Mean trench convergence rate SD (cm/year),Crustal subduction rate (km^2/yr),Total transform length (km)
134.0,83.04037733197599,7.209763295390964,6.437169595019193,6.009992573702184,68.89734552876128,8.242005314743308,5.7802027242686504,5.660172434540059,39.507520036188026
135.0,83.22857881785393,7.239993720352164,6.483743189404395,6.048766946094985,69.74262078689688,8.253149904375011,6.349106544221933,5.66401232587367,39.60820258335269
136.0,81.56574303389613,7.358207883642123,6.570894183974422,6.0252286513942765,67.00541465528558,8.556343153311326,6.430496649207952,5.572668904843353,37.669100192528674
137.0,84.18338883048351,7.130745265538731,6.182829375103835,6.024519434357062,66.98558382916711,8.462274993085385,6.272561752221084,5.5104880025967065,38.2189624822349
138.0,88.61398375726536,5.6451758672200825,4.324818581960269,5.018450789019177,66.33708442132698,7.570365087271062,4.614384831679877,4.9487054803930395,31.033012132378495
139.0,87.77458671543475,5.64372602126429,4.360915075020034,4.9697948438317505,66.36511984997546,7.502336488185814,4.619829063111001,4.906570910373698,31.865358687694822
140.0,84.17169684153819,5.8237359359284735,4.389363199187078,4.919057106954084,64.95646105147748,7.355837953399276,5.112731689059235,4.706830583866973,31.634732617076985
141.0,86.89517471982235,5.788460841024213,4.354833125742445,5.048150859819056,68.87868596246335,7.108233720309601,5.1685683392532145,4.88156093982411,31.35903652052523
142.0,82.2323264867571,6.108470814431104,4.289855329692924,5.036595220816009,68.76915230482167,6.9851354013960965,5.10449492353811,4.789588520128193,30.885726908723615
143.0,81.30189953124858,6.1040183059870134,4.3393446425670374,4.977092979514329,70.44950800796613,6.636333438746533,5.150027643461455,4.6621362548244685,30.761128117094866
144.0,82.46408893963977,6.017769373907877,4.38580654103826,4.976001918178722,69.52314507811703,6.720918181223818,5.115485594844783,4.659421851394746,29.113282094353668
145.0,70.19839769063229,6.781338698838703,4.082861151252269,4.762199409580609,69.62997236645435,5.992548860997564,4.817925308467323,4.16080452968897,27.345945728190184
146.0,62.36512353142547,7.3228451390960565,3.9373954635305455,4.567707234885058,70.18904098673057,6.362742003065905,5.048080014198419,4.467808921868406,28.3686681358915
147.0,64.4344137263953,7.34367464017943,3.8397383349512397,4.732584387430258,69.93554716003719,6.616280020496065,5.550862132225931,4.628753337709968,24.266289916072257
148.0,64.55479978667618,7.346056179193846,3.8783264495860488,4.742850983237666,69.85886230184663,6.646802914439144,5.535123593782362,4.639304522593359,24.248738024664792
149.0,64.4441202712036,7.240889580657366,4.010467932975077,4.667083521345674,69.818589154136,6.711284929729889,5.385645720577698,4.684410844894741,24.013729702014082
150.0,66.85022970218982,6.9876345644442575,4.140232245789526,4.672216518792528,69.81151813917327,6.585035221084235,4.444326512755774,4.597771754199314,21.25320930438482
151.0,66.733557406731,6.968932246696154,4.174381495011124,4.651482084408965,69.20416905140779,6.655886220351596,4.427131296260983,4.5973784473729875,21.339132104534897
152.0,66.48175601950767,7.004142535675798,4.216121657455472,4.657455764238306,69.25048142163132,6.640539036200583,4.443860321798414,4.599047446908203,21.35213951118726
153.0,66.11394396630364,6.910528828399403,4.349868279132606,4.569933490345855,69.29708915294435,6.500718551773652,4.385912884037866,4.505045125172361,21.21233365622828
154.0,55.75689687726427,5.655249949880273,3.0542060633403567,3.153727940244933,69.32102673289224,4.667241005763155,3.246268535413879,3.2359003028421887,21.54539079136599
155.0,50.55145635864449,6.244495544029254,3.178134698597114,3.1582146518226115,69.27642391251271,4.63084969076292,3.197696801134008,3.0698742220204207,16.782790751978535
156.0,44.28401406677183,6.733373362608083,3.1401658092550253,2.983188707652022,69.48288987596048,4.929096211337259,3.361190722049251,3.425214530277999,12.013922105320551
157.0,43.6926387837125,6.797354620079339,3.1498503146837846,2.9714042619084315,69.0182404261699,4.860536342220608,3.3143467488549248,3.3550070052679364,12.362057622529008
158.0,43.644269802987914,6.784431265985454,3.1923184087325454,2.962383425482518,69.03938058865899,4.846282603519501,3.318249543347418,3.346245095655413,12.152811710551015
159.0,43.256375232706425,6.832608216629373,3.1973468332170705,2.956895502018325,69.05889893454537,4.936638716500105,3.324247785357364,3.4095777874856803,12.382538004909891
160.0,42.95508174286041,6.877680382328245,3.241642921600632,2.955740685246932,69.0702592026694,4.392415611918743,3.0277506706507284,3.0338931032133107,12.584952706458818
161.0,49.58495088123367,6.762213633241402,3.0657050971663513,3.3543956177250984,61.26914298745273,5.530982303126537,3.160492532562162,3.389154504860307,12.043529308880942
162.0,49.346328270353304,6.7892649371788485,3.1123139698528623,3.3516536152691083,61.25553853145234,5.4865711313394065,3.2254094185151136,3.3613154138580494,12.058898339089112
163.0,49.15079511741008,6.8146189905937975,3.158869657327167,3.35094287860138,61.27263979086391,5.488342485773526,3.2228221871523246,3.363237832052882,12.074366842803604
164.0,49.00144158320683,6.778949252927779,3.2693064633318283,3.323317207782132,61.35694854447263,5.57812781498975,3.114398351195731,3.423013025697975,12.089931936511212
165.0,51.868087213012856,6.300499430955251,3.7107470790386623,3.270015346220766,61.414236020627904,5.80327990873961,3.1868853550062313,3.564543412311391,8.993150155798753
166.0,51.749632488806455,6.309026785959919,3.7656526925461704,3.267296024018491,62.57228377262065,5.770938651368573,3.282916507130481,3.5983876943999054,8.865387276206787
167.0,51.40296472749063,6.325837781924998,3.807608800097151,3.2540423802554543,62.562397863666654,5.7721253289744165,3.277451286303708,3.6002838572486113,8.867648201695378
168.0,51.1148378868741,7.060269644335536,4.480025419115054,3.6115197966240276,62.50118717465595,6.337560583164327,3.7871434700629534,3.9514339025536183,8.869957104868044
169.0,52.695987442759474,6.812507628451063,4.097123709433573,3.5921471712652533,61.695287223128496,6.4460631092118605,3.75280006231664,3.96963781571333,7.67903907129056
