Time (Ma),Global mid-ocean ridge lengths (km),Mean global ridge velocities (cm/yr),Global ridge velocity standard deviation (cm/yr),Surface area of crust produced at ridges (km^2/yr),Global subduction zone lengths (km),Mean global subduction velocities (cm/yr),Global subduction velocity standard deviation (cm/yr),Surface area of crust subducted at trenches (km^2/yr),Global transform boundary lengths (km)
187.0,40348.02845212606,7.254757612873175,3.8341960350754247,2.9308030004644063,60082.96542724526,4.540533100671293,2.7383169322903624,2.7278582453684668,10989.088846784649
186.0,39382.10502825355,7.282760286440241,3.856530078956708,2.8719730078288683,60158.806249722955,4.516281355596928,2.722296910048069,2.716718083892287,13296.076615171904
185.0,39687.76687425194,7.237731204923247,3.8098134412654026,2.8763870029487784,60082.511407434555,4.519673074728321,2.7124801094209583,2.715311006826036,13248.17527438573
184.0,39970.67797174517,7.186910710783564,3.756954579478879,2.8765670123176728,60020.56300834795,4.522630654376124,2.6800349035466553,2.714287258870599,13201.651514430961
183.0,40250.32172115727,7.1327332484004105,3.696984766467768,2.874871832562483,59981.371987217455,4.523312618638201,2.6699321666569813,2.712924282852245,13155.271334369301
182.0,40526.51978127631,7.078376248800507,3.639253610002334,2.8725558798114275,59977.074486698446,4.522912443527706,2.6598280521963766,2.712492955865168,13109.033031295314
181.0,40804.19846934473,7.024807207228994,3.5816236905013046,2.870367685932706,59987.52121395461,4.5208547048277845,2.651680975412101,2.711734808246591,13058.2529597192
180.0,45084.13180984535,6.493561120931998,3.9127781148817937,2.9316667616435828,59807.910608348,5.327001472351163,3.0242683573699516,3.183266847792493,6500.348368201775
179.0,45417.73181985785,7.5380965295963405,4.429321573486118,3.428448431269782,59775.1690362003,6.410490824170735,3.093169497898813,3.8286356466346856,6499.5596160233345
178.0,45684.13166340332,7.494740203275231,4.371410283137576,3.428739728186842,59743.67812280201,6.413881743494997,3.0918894871229314,3.8286459960643775,6498.769831426937
177.0,45969.951124438245,7.4534436302826,4.313329720539012,3.431196933542196,59713.42499329329,6.41781546052221,3.091388768086924,3.8290575341169033,6497.979010164778
176.0,46265.099606457436,7.411185748342485,4.2559520506753135,3.4336637910674503,59673.01888234023,6.786695963967428,3.39605797477253,4.046408886001272,6497.187148047566
175.0,46556.47018951178,7.373917909838116,4.1980924069742676,3.437927385507924,59494.34179897495,6.801281524994998,3.3892232766161814,4.046209553886537,6496.39424069669
174.0,47128.081888356064,7.292554552158675,4.168134488845126,3.4417632437067804,59466.50737154521,6.777706074934395,3.352688747441075,4.030306614149342,6670.75385349167
173.0,47410.43725193488,7.253886912356933,4.108565480535959,3.4440355758174492,59446.25756067535,6.758091320907979,3.3635305548267374,4.017282844308268,6669.827134190284
172.0,47728.01075641806,7.224911306519421,4.060200197769667,3.4532669008691865,59438.07128542172,6.756377151742743,3.363620591555602,4.015503886741439,6657.8304458847615
171.0,48272.417019238645,7.197119010439126,4.0410538163429885,3.4792411601265893,59427.213483354186,6.753692502607491,3.3628063483314032,4.010824850400361,6499.193464719009
170.0,53130.14271159118,6.696547729325361,4.181033626155241,3.5631640516895446,61695.48620554322,6.420757812608084,3.6457957807946597,3.9563168865529215,6867.032142535748
169.0,52695.98744275946,6.789946647623992,4.103477992119752,3.5833421787895188,61695.28722312852,6.4426426193075415,3.7514902692177614,3.9671619936952873,7679.039071290556
168.0,51114.83788687411,7.037463185056006,4.486845239964149,3.6024720028891903,62501.187174655955,6.3361734026390995,3.7855062110251425,3.9501393816280803,8869.957104868046
167.0,51402.96472749061,6.3064650551795856,3.8134479038377043,3.2464901202553893,62562.39786366656,5.769992610934386,3.274424914614627,3.5987064125956194,8867.648201695361
166.0,51749.63248880644,6.287432936978747,3.7723349990165014,3.258540623871926,62572.28377262065,5.7675523263459105,3.2801536022968585,3.596062857916128,8865.387276206786
165.0,51868.087213012855,6.2813296257505575,3.7158999445257774,3.2628398900136246,61414.23602062792,5.799814096236394,3.1840376890971958,3.561986974023686,8993.150155798754
164.0,49001.44158320683,6.761799527769518,3.2732102242696883,3.318236393130868,61356.94854447263,5.575190681562947,3.111146492968706,3.4208409314732773,12089.931936511215
163.0,49150.79511741009,6.8007794192762105,3.160541011448001,3.34754307505557,61272.63979086389,5.487872609501955,3.2198589322095783,3.3626399613328384,12074.366842803607
162.0,49346.32827035332,6.774479498975348,3.114554293851194,3.3478703044446423,61255.53853145232,5.486141139541796,3.222959062408899,3.360650166814222,12058.89833908911
161.0,49584.95088123366,6.748583296080873,3.0690170644894432,3.351208022993591,61269.14298745273,5.5297545541784725,3.158011030443987,3.3881318055591985,12043.529308880941
160.0,42832.524171904006,6.882129168325704,3.2283321003066523,2.9518027675687337,69070.25920266926,4.39367329563879,3.0283649548943816,3.0342522336459994,12470.232111594667
159.0,43133.81684676104,6.836210175744401,3.18519334362202,2.9527267051131427,69058.89893454542,4.936222537369511,3.3216750660383325,3.4083890547015874,12267.803083813094
158.0,43521.710599173515,6.786425965224579,3.180080406096015,2.9575784401002267,69039.38058865897,4.844331134837548,3.315506681391901,3.344008512142256,12038.062462503874
157.0,43570.07875915587,6.799664118820612,3.136931733836916,2.9666235031776744,69018.24042616988,4.859621950497692,3.3116136994963186,3.3535511046756157,12247.294046808463
156.0,44161.45321858586,6.737013890323053,3.127288255527938,2.979194154356728,69482.88987596046,4.927815269171769,3.3587457198535664,3.423568025658012,11899.144201201701
155.0,50428.89468395124,6.244752341517657,3.1686799965870516,3.15315807351281,69276.42391251272,4.629408498629945,3.1947432234577398,3.067839093110541,16667.99851873467
154.0,55634.33437319052,5.663713562869112,3.045586090511076,3.154698234362577,69321.0267328922,4.663184272614845,3.2428076238676025,3.2321792378463194,21430.584228283275
153.0,65991.38062997247,6.919143052605776,4.341513913799886,4.5716004523685045,69297.08915294436,6.498898161462387,4.3820157976898555,4.503015246597057,21097.51276257863
152.0,66359.19184804436,7.013524036105502,4.2068622756723535,4.659791551639076,69250.48142163132,6.637534193034354,4.439752457688184,4.59598773080618,21237.304286258466
151.0,66610.99239724713,6.97653584352646,4.165406164963449,4.652822929989596,69204.16905140779,6.654897469164873,4.422402310410022,4.596059227288947,21224.282547594685
150.0,66727.66385181867,6.994902331392777,4.13220829913932,4.673190697216657,69811.51813917332,6.5809254720652035,4.441095598641546,4.593710359866988,21138.345414719664
149.0,64321.55357706726,7.2488380679138436,4.000594391689827,4.6681659981389965,69818.58915413599,6.702948836244181,5.381477297742169,4.676694741146135,23898.851478902507
148.0,64432.23224592881,7.354374744023268,3.8676933874868187,4.74420773195768,69858.86230184662,6.63906577077407,5.530588022259368,4.631995184081585,24133.845467422787
147.0,64311.8453361359,7.3519456916603,3.830265657559204,4.73376105318524,69935.54716003721,6.607022692273269,5.546073300583342,4.620166041660454,24151.383023951603
